id,category,title_zh,title_en,opening_periods,websites,venue_zh,venue_en,address_zh,address_en,district
c5dbf287-53ea-11f1-9688-1ab7d6ca2563,cinema,紀錄片放映《Taylor Mac美國音樂240年》,Documentary Screening – Taylor Mac's 24-Decade History of Popular Music,2026-05-31~2026-06-06,['https://www.westk.hk/tc/event/cabaret-festival/taylor-mac-24-decade-history-of-popular-music'],戲曲中心香港友好協進會演講廳,"FHKA Seminar Hall, Xiqu Centre",香港尖沙咀柯士甸道西88號,,kl_west
9da49aad-53ea-11f1-9688-1ab7d6ca2563,cinema,「非遺影中尋」──《孝女珠珠》及《樊梨花》特別放映,Special Screenings: 'Discovering ICH Through Cinema'—Special Screening of The Dutiful Daughter Chu-chu & The Story of Heroine Fan Lei-fa - Hong Kong Film Archive,2026-06-13,['https://www.filmarchive.gov.hk/tc/web/hkfa/2026/ich-month-2026/pe-event-2026-ich-month.html'],香港電影資料館,,香港西灣河鯉景道50號,,hk_east
42edb23c-4811-11f1-8736-1ab7d6ca2563,cinema,冬冬的假期 A Summer at Grandpa's,A Summer at Grandpa's,2026-06-12 / 2026-06-20,['https://www.mplus.org.hk/tc/cinema/rediscoveries/a-summer-at-grandpas'],M+,M+,香港西九文化區博物館道38號,"38 Museum Drive, West Kowloon Cultural District, Hong Kong",kl_west
13f156a5-423f-11f1-81dc-dafe16e01704,cinema,真人Show | M+博物館,The Truman Show | M+ Museum,2026-06-11,['https://www.mplus.org.hk/tc/cinema/stair-in-the-dark-big-leap-forward/the-truman-show'],M+,M+,香港西九文化區博物館道38號,"38 Museum Drive, West Kowloon Cultural District, Hong Kong",kl_west
13bb8037-423c-11f1-81dc-dafe16e01704,cinema,星級影談──陳可辛,Close Encounters with Master Filmmakers—Movie Talks: Peter Ho-sun Chan,2026-05-22~2026-05-23 / 2026-06-18,['https://www.filmarchive.gov.hk/tc/web/hkfa/2026/peter-ho-sun-chan/pe-event-2026-peter-ho-sun-chan.html'],香港電影資料館,Hong Kong Film Archive,,,
660752e0-3bc7-11f1-81dc-dafe16e01704,cinema,HKIFF Cine Fan 電影節發燒友 五、六、七月節目,HKIFF Cine Fan MayJun/Jul,2026-05-08~2026-07-18,['https://cinefan.hkiff.org.hk/zh/period/2026/may-jun-jul-2026'],,,,,n/a
6b719d3d-387d-11f1-81dc-dafe16e01704,cinema,子貓物語,The Adventures of Chatran,2026-05-22 / 2026-06-06,['https://www.mplus.org.hk/tc/cinema/ryuichi-sakamoto-music-in-film/the-adventures-of-chatran'],M+戲院,M+ Cinema,香港西九文化區博物館道38號,"38 Museum Drive, West Kowloon Cultural District, Hong Kong",kl_west
3b7295df-3009-11f1-bb7f-dafe16e01704,cinema,對話西遊,Journeys to the West: Cinematic Dialogues Across Time,2026-06-26~2026-07-10,['https://www.filmarchive.gov.hk/tc/web/hkfa/2026/ccf-journeys-to-the-west/pe-event-2026-ccf-journeys-to-the-west.html'],香港電影資料館、東九文化中心劇院,"Hong Kong Film Archive, East Kowloon Cultural Centre",,,hk_east
b3f6b70d-04b3-11f1-a9fa-dafe16e01704,cinema,,All Star Video,2026-02-13~2026-07-04,['https://www.mplus.org.hk/tc/exhibitions/all-star-video'],M+,M+,香港西九文化區博物館道38號,"38 Museum Drive, West Kowloon Cultural District, Hong Kong",kl_west
6e9399b5-f4cd-11f0-8f8a-dafe16e01704,cinema,2026 JCCAC週六放映廠,2026 JCCAC Saturday Film,2026-01-30 / 2026-02-27 / 2026-04-24 / 2026-05-06 / 2026-05-22 / 2026-06-26,['https://www.jccac.org.hk/?a=group&id=c_1&doc_id=9855'],JCCAC 賽馬會創意藝術中心,JCCAC Jockey Club Creative Arts Centre,九龍石硤尾白田街30號,"30 Pak Tin Street, Shek Kip Mei, Kowloon",kl_west
7d70aa3d-5d5c-11f1-a41b-1ab7d6ca2563,cinema/festival,,The Legend of Paul and Paula,2026-06-18,['https://www.goethe.de/ins/hon/en/ver.cfm?event_id=27288138'],香港電影資料館,Hong Kong Film Archive Cinema,香港西灣河鯉景道 50 號,"50 Lei King Road, Sai Wan Ho, Hong Kong",hk_east
3fb6803f-5b41-11f1-a41b-1ab7d6ca2563,cinema/festival,神遊太虛,The Unconscious Expanse,2026-05-30 / 2026-06-17,['https://www.mplus.org.hk/tc/cinema/asian-avant-garde-film-festival/the-unconscious-expanse/'],M+戲院,M+,香港西九文化區博物館道38號,"38 Museum Drive, West Kowloon Cultural District, Hong Kong",kl_west
126bf89b-5b47-11f1-a41b-1ab7d6ca2563,dance,舞在藍天——二十年 · 霜影與鼓魂,,2026-06-19~2026-06-20,['https://abdancegrouphk.wixsite.com/alanbeckydancegroup'],沙田大會堂 (演奏廳),Sha Tin Town Hall (Auditorium),香港新界沙田源禾路一號,"1 Yuen Wo Road, Sha Tin, N.T. Hong Kong",nt
a6df6b1e-5d5c-11f1-a41b-1ab7d6ca2563,exhibition,少年谷呈獻 井頭人X窩山 白日夢之旅,Cheng Tau Yan X Waterloohill A Journey into Daydreams,2026-05-29~2026-06-10,['https://www.jccac.org.hk/?a=group&id=c_1&doc_id=9984'],JCCAC 賽馬會創意藝術中心 (L7 綠色空間),JCCAC Jockey Club Creative Arts Centre (L7 Green Space),香港九龍石硤尾白田街30號,"No. 30, Bai Tan Street, Shek Kip Mei, Kowloon, Hong Kong",kl_west
3199f35b-5b47-11f1-a41b-1ab7d6ca2563,exhibition,跨‧越 — 香港畫家聯會會員作品展2026,,2026-06-10~2026-06-15,['https://www.lcsd.gov.hk/clpss/tc/search/culture/DetailForm.do?id=183067'],香港中央圖書館 (地下展覽館),Hong Kong Central Library (G/F Exhibition Gallery),香港銅鑼灣高士威道66號,"66 Causeway Road, Causeway Bay, Hong Kong",hk_wanchai
27a6cf24-5b47-11f1-a41b-1ab7d6ca2563,exhibition,崑崙書畫會會員作品聯展,,2026-06-18~2026-06-21,['https://www.lcsd.gov.hk/clpss/tc/search/culture/DetailForm.do?id=183068'],香港中央圖書館 (地下展覽館),Hong Kong Central Library (G/F Exhibition Gallery),香港銅鑼灣高士威道66號,"66 Causeway Road, Causeway Bay, Hong Kong",hk_wanchai
0d5e33fa-5b47-11f1-a41b-1ab7d6ca2563,exhibition,德萃幼小中七間學校學生視覺藝術作品聯展2026,,2026-06-03~2026-06-05,['https://www.lcsd.gov.hk/clpss/tc/search/culture/DetailForm.do?id=182267'],荃灣大會堂,Tsuen Wan Town Hall,香港新界荃灣大河道72號,"72 Tai Ho Road, Tsuen Wan, New Territories, Hong Kong",nt
b47994d3-5b41-11f1-a41b-1ab7d6ca2563,exhibition,,The Unspoken Bond,2026-06-12~2026-06-13,['https://hkac.org.hk/calendar_detail/?u=theunspokenbond'],香港藝術中心包氏畫廊,"Pao Galleries, Hong Kong Arts Centre",香港灣仔港灣道2號,"2 Harbour Road, Wan Chai, Hong Kong",hk_wanchai
d31d074a-5b40-11f1-a41b-1ab7d6ca2563,exhibition,,AS THE GROUND HOLDS,2026-05-20~2026-08-07,['https://www.villepinart.com/as-the-ground-holds'],VILLEPIN,VILLEPIN,香港中環荷李活道53號,"53 Hollywood Road, Central, Hong Kong",hk_central_west
c946a672-5b40-11f1-a41b-1ab7d6ca2563,exhibition,黃家偉個展：《境高界遠》,Lofty Realms-Owen Wong Kai Wai,2026-06-02~2026-06-26,['https://www.touchgalleryhk.com/zh/loftyrealms'],Touch Gallery,Touch Gallery,香港中環荷李活道10號大館03-201 & 202舖,"Shop 03-201 & 202, Tai Kwun, 10 Hollywood Road, Central, Hong Kong",hk_central_west
c993e462-5b40-11f1-a41b-1ab7d6ca2563,exhibition,水彩香港,Watercolour Hong Kong,2026-06-02~2026-06-26,['https://www.touchgalleryhk.com/zh/watercolour-hong-kong'],Touch Gallery,Touch Gallery,香港中環荷李活道10號大館03-201 & 202舖,"Shop 03-201 & 202, Tai Kwun, 10 Hollywood Road, Central, Hong Kong",hk_central_west
